Title,Release Date,Language,Vote Average,Popularity
Koditta Idangalai Nirappuga,14-01-2017,Tamil,0,0.3033
Velaikkaran,22-12-2017,Tamil,7,0.4213
Kadamban,14-04-2017,Tamil,7.4,0.4348
Inayathalam,12-05-2017,Tamil,5,0.3799
Nisabdham,10-03-2017,Tamil,10,0.3171
Bairavaa,12-01-2017,Tamil,5.6,0.4054
Maanagaram,10-03-2017,Tamil,7.5,0.4588
Veeraiyan,30-11-2017,Tamil,0,0.5982
Hara Hara Mahadevaki,29-09-2017,Tamil,5.5,0.415
Kadhal Kan Kattuthe,17-02-2017,Tamil,7.5,0.2718
Thittivasal,03-11-2017,Tamil,0,0.583
Kanavu Variyam,24-02-2017,Tamil,7,0.3865
Vanamagan,23-06-2017,Tamil,6.048,0.4288
Keikraan Meikkiran,19-05-2017,Tamil,0,0.2978
Thupparivaalan,14-09-2017,Tamil,7.2,0.5652
Motta Shiva Ketta Shiva,24-02-2017,Tamil,3.875,0.429
Aayirathil Iruvar,22-09-2017,Tamil,10,0.544
Kadhal Kasakuthaiya,08-09-2017,Tamil,5.8,0.3093
Maragadha Naanayam,16-06-2017,Tamil,6.639,0.5144
Vilayattu Aarambam,02-06-2017,Tamil,0,0.2777
Chennai 2 Singapore,15-12-2017,Tamil,10,0.5823
Podhuvaga En Manasu Thangam,11-08-2017,Tamil,4.9,0.2953
Dora,31-03-2017,Tamil,5.7,0.3649
Brindavanam,26-05-2017,Tamil,7.333,0.3459
Spyder,27-09-2017,Tamil,5.3,2.0139
Ennodu Vilayadu,17-02-2017,Tamil,5,0.3743
Paambhu Sattai,24-03-2017,Tamil,6,0.2952
Si 3,26-01-2017,Tamil,5.5,0.4235
Theru Naaigal,22-09-2017,Tamil,0,0.256
Richie,08-12-2017,Tamil,4.1,0.3066
Julieum 4 Perum,07-04-2017,Tamil,0,0.4843
Taramani,11-08-2017,Tamil,6.7,0.42
Kootathil Oruthan,28-07-2017,Tamil,6.8,0.2633
Bruce Lee,17-03-2017,Tamil,3.5,0.3022
Annadurai,30-11-2017,Tamil,4.4,0.2927
Aramm,10-11-2017,Tamil,7.696,0.357
Munnodi,02-06-2017,Tamil,0,0.3037
Yaar Ivan,15-09-2017,Tamil,0,0.2604
Sree Hari Hara Sudhan Swami Ayyappan,17-04-2017,Tamil,9,0.3699
Kaatru Veliyidai,07-04-2017,Tamil,5.6,0.346
Sangili Bungili Kadhava Thorae,19-05-2017,Tamil,4.7,0.4678
Palli Paruvathile,15-12-2017,Tamil,0,0.2147
The Farm: En Veettu Thottathil,28-09-2017,Tamil,0,0.3678
Thappu Thanda,08-09-2017,Tamil,8,0.292
Pagadi Attam,17-02-2017,Tamil,0,0.2651
Magalir Mattum,15-09-2017,Tamil,6.8,0.2461
Bongu,02-06-2017,Tamil,6,0.2129
Rubaai,14-07-2017,Tamil,6.7,0.3017
Maayavan,15-12-2017,Tamil,6.828,0.365
Pa Paandi,14-04-2017,Tamil,7,0.3176
She's No More,06-05-2017,Tamil,10,0.3683
Sometimes,07-01-2017,Tamil,7.2,0.2779
Thondan,26-05-2017,Tamil,6,0.2423
Pandigai,14-07-2017,Tamil,6.5,0.2338
Mupparimanam,03-03-2017,Tamil,5.2,0.2572
Bayama Irukku,22-09-2017,Tamil,6.5,0.181
Karuppan,29-09-2017,Tamil,6,0.3392
Sathriyan,09-06-2017,Tamil,3.6,0.2737
Neruppu Da,08-09-2017,Tamil,4.8,0.2016
Konjam Konjam,22-09-2017,Tamil,0,0.1722
Vaigai Express,24-03-2017,Tamil,6.7,0.2278
Brahma.com,15-12-2017,Tamil,6.5,0.2002
Toilet,14-06-2017,Tamil,0,0.1555
Adhe Kangal,26-01-2017,Tamil,7.1,0.212
Meyaadha Maan,18-10-2017,Tamil,7.2,0.2115
Vizhithiru,03-11-2017,Tamil,5,0.2917
Kurangu Bommai,01-09-2017,Tamil,7.238,0.2726
Kalathur Gramam,27-10-2017,Tamil,10,0.2529
Anbanavan Asaradhavan Adangadhavan,23-06-2017,Tamil,5.5,0.2513
Sakka Podu Podu Raja,22-12-2017,Tamil,10,0.2328
Rangoon,09-06-2017,Tamil,5.9,0.2703
Muthuramalingam,24-02-2017,Tamil,2,0.203
Uru,16-06-2017,Tamil,4.2,0.178
Yaakkai,03-03-2017,Tamil,3.6,0.2162
Nagarvalam,21-04-2017,Tamil,0,0.1601
Dhayam,24-03-2017,Tamil,4.7,0.1944
Gemini Ganeshanum Suruli Raajanum,14-07-2017,Tamil,5.1,2.2471
Adhagappattathu Magajanangalay,30-06-2017,Tamil,10,0.1796
Sangu Chakkaram,29-12-2017,Tamil,0,0.2085
Balloon,29-12-2017,Tamil,7.4,0.2229
Kalavu Thozhirchalai,22-09-2017,Tamil,0,0.146
Senjittale En Kadhala,07-04-2017,Tamil,0,0.2364
Pattinapakkam,23-11-2017,Tamil,1,0.2165
Kalavaadiya Pozhuthugal,29-12-2017,Tamil,5,0.1395
Between Pudukkottai & Singapore,12-11-2017,Tamil,0,0.1229
Saaya,12-05-2017,Tamil,2,0.1686
465,24-03-2017,Tamil,0,0.1503
Kodiveeran,07-12-2017,Tamil,5.2,0.2242
Saravanan Irukka Bayamaen,12-05-2017,Tamil,2.833,0.1697
Chennaiyil Oru Naal 2,18-10-2017,Tamil,7,0.1483
Ulkuthu,29-12-2017,Tamil,6,0.145
The Sunshine,09-02-2017,Tamil,0,0.1059
Kattappava Kaanom,17-03-2017,Tamil,4.3,0.1503
Valladesam,22-09-2017,Tamil,8.5,0.2025
English Padam,24-11-2017,Tamil,0,0.1811
143,26-12-2017,Tamil,5,0.1668
Oru Iyakkunarin Kadhal Diary,02-06-2017,Tamil,0,0.1885
8 Thottakkal,07-04-2017,Tamil,7.348,0.2381
Thiri,14-07-2017,Tamil,5,0.2081
7 Naatkal,02-06-2017,Tamil,4,0.1274
12-12-1950,08-12-2017,Tamil,7.125,0.1886
Sathya,08-12-2017,Tamil,6.1,0.1436
Roobha,09-12-2017,Tamil,4.2,0.142
Thanga Radham,16-06-2017,Tamil,7,0.1142
Aarambame Attagasam,05-05-2017,Tamil,4.5,0.1786
Sathura Adi 3500,04-08-2017,Tamil,3,0.1135
Ippadai Vellum,10-11-2017,Tamil,5.2,0.1848
Savarikkadu,21-07-2017,Tamil,0,0.1311
Love Guru,20-12-2017,Tamil,0,0.0807
En Aaloda Seruppa Kaanom,17-11-2017,Tamil,6,0.2484
Enkitta Mothathe,24-03-2017,Tamil,3.5,0.1469
Enakku Vaaitha Adimaigal,02-02-2017,Tamil,6.9,0.2049
Lightman,10-02-2017,Tamil,0,0.1192
Enga Amma Rani,05-05-2017,Tamil,4,0.1101
Oru Kidayin Karunai Manu,02-06-2017,Tamil,7.2,0.1142
Peechaankai,16-06-2017,Tamil,5.4,0.106
Ayyanar Veethi,28-04-2017,Tamil,10,0.0991
Pichuvakaththi,22-09-2017,Tamil,0,0.0809
The Road,15-08-2017,Tamil,0,0.0948
Rum,17-02-2017,Tamil,5,0.127
Attu,31-03-2017,Tamil,0,0.1117
Jhangri,09-11-2017,Tamil,0,0.0939
Pannam Pathinonnum Seyum,25-08-2017,Tamil,0,0.215
Tharisu Nilam,10-11-2017,Tamil,0,0.0889
Vasantha Villas 10:45PM,05-10-2017,Tamil,0,0.0873
Vettai Karuppar Ayya,28-08-2017,Tamil,8,0.0895
Imai,22-12-2017,Tamil,0,0.0813
Uruthikol,03-11-2017,Tamil,0,0.1045
Tube Light,02-06-2017,Tamil,6,0.0777
Ka..Ka..Ka.. Aabathin Arikuri,18-08-2017,Tamil,0,0.0874
Ivan Yaarendru Therigiratha,30-06-2017,Tamil,7,0.0788
Yevanavan,30-06-2017,Tamil,6,0.0569
Naalu Peruku Nalladhuna Edhuvum Thappilla,30-03-2017,Tamil,0,0.078
Oru Mugathirai,17-03-2017,Tamil,0,0.0655
Cinema Veeran,22-06-2017,Tamil,0,0.082
Ilai,21-04-2017,Tamil,5,0.0536
Arasakulam,31-03-2017,Tamil,0,0.0478
Teacher: The Tradition Bearer,10-09-2017,Tamil,0,0.0387
Yendha Nerathilum,07-07-2017,Tamil,6.7,0.0338
Maama Machan,03-08-2017,Tamil,0,0.0327
Thottam: The Garden,23-11-2017,Tamil,0,0.0214
Azhal,03-11-2017,Tamil,0,0.0214
R.I.P.?,08-06-2017,Tamil,0,0.0143
Aasaan,30-11-2017,Tamil,0,0.0143
1 A.M,24-03-2017,Tamil,5,0.0143
Stitches,29-11-2017,Tamil,0,0.0071
Thappattam,24-08-2017,Tamil,0,0
Kanna Pinna,17-03-2017,Tamil,0,0.0071
Physicality,14-10-2017,Tamil,0,0
The Search,22-02-2017,Tamil,0,0
Kadaikutty Singam,13-07-2018,Tamil,6.7,1.7841
Sarkar,06-11-2018,Tamil,5.8,1.2256
96,04-10-2018,Tamil,7.5,1.3401
Pariyerum Perumal,28-09-2018,Tamil,8.169,0.8282
2,29-11-2018,Tamil,5.9,1.3292
Ratsasan,05-10-2018,Tamil,7.4,1.1582
Maari 2,21-12-2018,Tamil,5.5,0.5965
Vada Chennai,17-10-2018,Tamil,7.8,0.6912
Pyaar Prema Kaadhal,09-08-2018,Tamil,5.4,0.7413
Diya,27-04-2018,Tamil,6.278,1.9302
Thaanaa Serndha Koottam,12-01-2018,Tamil,5.6,0.5933
The Boy,27-07-2018,Tamil,1,0.5072
Irumbu Thirai,11-05-2018,Tamil,6.8,0.6128
Kadikara Manithargal,03-08-2018,Tamil,8,0.4022
Padai Veeran,02-02-2018,Tamil,0,0.5098
Tik Tik Tik,22-06-2018,Tamil,5.269,0.4499
Kaali,18-05-2018,Tamil,5.5,0.3892
Andhra Mess,22-06-2018,Tamil,3.3,0.3672
Sketch,12-01-2018,Tamil,4.976,0.4129
Lakshmi,24-08-2018,Tamil,7.8,1.9531
Kalki,02-03-2018,Tamil,4.7,0.5551
Nimir,26-01-2018,Tamil,6.3,0.3698
U Turn,13-09-2018,Tamil,6.9,0.5129
Abhiyum Anuvum,25-05-2018,Tamil,0,0.3927
Oru Nalla Naal Paathu Solren,02-02-2018,Tamil,5.056,0.4255
Mohini,27-07-2018,Tamil,4.7,0.3873
Sollividava,09-02-2018,Tamil,7,0.3862
Kalakalappu 2,09-02-2018,Tamil,4.5,0.4327
Kaala,07-06-2018,Tamil,6.7,0.6444
Kaatrin Mozhi,16-11-2018,Tamil,7.6,0.4202
Bhaskar Oru Rascal,17-05-2018,Tamil,5.2,0.3907
Yemaali,02-02-2018,Tamil,2.7,0.2826
Seethakathi,20-12-2018,Tamil,7.5,0.5203
Savarakathi,09-02-2018,Tamil,5.4,0.4683
Kanaa,21-12-2018,Tamil,7.6,0.3481
Traffic Ramasamy,22-06-2018,Tamil,3,0.3699
Mannar Vagaiyara,26-01-2018,Tamil,5.3,0.2499
Semma Botha Aagatha,29-06-2018,Tamil,4.75,0.3224
Vishwaroopam II,09-08-2018,Tamil,5.466,0.4152
Adanga Maru,21-12-2018,Tamil,7.391,0.3313
Tamizh Padam 2,12-07-2018,Tamil,6.026,0.3978
Imaikkaa Nodigal,30-08-2018,Tamil,6.977,0.4546
Silukkuvarupatti Singam,21-12-2018,Tamil,4.7,0.3545
Madura Veeran,02-02-2018,Tamil,6,0.2718
Seemaraja,13-09-2018,Tamil,4.682,0.2471
Nota,05-10-2018,Tamil,5.667,0.3239
Junga,27-07-2018,Tamil,5.8,0.3656
Veera,16-02-2018,Tamil,4,0.3061
Gulaebaghavali,12-01-2018,Tamil,5.7,0.3033
6 Athiyayam,23-02-2018,Tamil,0,0.1945
Saamy²,21-09-2018,Tamil,3.3,0.245
Kaathadi,23-02-2018,Tamil,0,0.2077
Iruttu Araiyil Murattu Kuthu,04-05-2018,Tamil,4.625,0.2818
Pakka,27-04-2018,Tamil,1,0.2602
Thuppakki Munai,14-12-2018,Tamil,4.8,0.2789
Variyavan,11-11-2018,Tamil,7,1.8128
Asuravadham,29-06-2018,Tamil,4.5,0.2496
Chekka Chivantha Vaanam,27-09-2018,Tamil,6.5,0.3127
Pakshi,07-12-2018,Tamil,0,0.2925
Echcharikkai,24-08-2018,Tamil,4.9,0.2117
Kalari,24-08-2018,Tamil,5,0.3053
Thimiru Pudichavan,16-11-2018,Tamil,5.313,0.2118
Panjumittai,01-06-2018,Tamil,1,0.1521
Sandakozhi 2,18-10-2018,Tamil,4.8,0.2586
Mercury,13-04-2018,Tamil,6.6,1.5698
Vanjagar Ulagam,07-09-2018,Tamil,4.8,0.2642
Jarugandi,26-10-2018,Tamil,4.5,0.1868
Goli Soda 2,14-06-2018,Tamil,6.1,0.2945
Genius,26-10-2018,Tamil,4,0.1875
60 Vayadhu Maaniram,31-08-2018,Tamil,0,0.2557
Manusanaa Nee,16-02-2018,Tamil,0,0.2673
Manusangada,12-10-2018,Tamil,7,0.1399
Iravukku Aayiram Kangal,11-05-2018,Tamil,6.7,0.2241
Vandi,28-11-2018,Tamil,7,0.1967
Johnny,14-12-2018,Tamil,4,0.1985
Kasu Mela Kasu,06-07-2018,Tamil,0,0.1439
Yenda Thalaiyila Yenna Vekkala,23-02-2018,Tamil,0,0.2387
Ivanukku Engeyo Macham Irukku,07-12-2018,Tamil,6.5,0.1898
Keni,23-02-2018,Tamil,3,0.1776
Ticket,31-12-2018,Tamil,10,0.2345
Merlin,23-02-2018,Tamil,0,0.2033
Kolamavu Kokila,17-08-2018,Tamil,6.7,0.3186
312,19-10-2018,Tamil,7,0.2397
Oru Kuppai Kathai,25-05-2018,Tamil,6,0.1354
Annanukku Jey,31-08-2018,Tamil,5.1,0.1242
Ondikatta,20-07-2018,Tamil,0,0.1209
Mohana,01-06-2018,Tamil,10,0.1769
Inba Twinkle Lilly,29-06-2018,Tamil,0,0.1915
Aan Devathai,12-10-2018,Tamil,3.8,0.3956
Maniyaar Kudumbam,13-04-2018,Tamil,3,0.1442
Bodha,20-07-2018,Tamil,6.5,0.1426
Sema,25-05-2018,Tamil,1.5,0.2168
Onaaigal Jakkiradhai,05-01-2018,Tamil,1,0.1942
Raja Ranguski,21-09-2018,Tamil,5.357,0.2126
Kathiruppor Pattiyal,04-05-2018,Tamil,5,0.1775
Vinveli Payana Kurippugal,20-07-2018,Tamil,0,0.0917
Naachiyaar,16-02-2018,Tamil,5.5,0.1518
Ghajinikanth,03-08-2018,Tamil,5.8,0.3488
Kaala Koothu,25-05-2018,Tamil,6.7,0.1216
Kalavani Mappillai,06-11-2018,Tamil,7.5,1.3971
Merku Thodarchi Malai,24-08-2018,Tamil,7.5,0.2389
Enga Kattula Mazhai,03-08-2018,Tamil,1,0.1672
Vidhi Mathi Ultaa,05-01-2018,Tamil,4,0.1452
Vinodhan,01-09-2018,Tamil,0,0.1838
Paadam,27-04-2018,Tamil,0,0.1107
Kilambitaangayaa Kilambitaangayaa,15-06-2018,Tamil,0,0.1782
Dhoni Kabadi Kuzhu,07-12-2018,Tamil,0,0.1772
Ezhumin,18-10-2018,Tamil,4,0.1351
Sei,23-11-2018,Tamil,4.3,0.2672
Nagesh Thiraiyarangam,16-02-2018,Tamil,0,0.1451
Kadal Kuthiraigal,03-08-2018,Tamil,0,0.0975
Amutha,16-05-2018,Tamil,0,0.1632
Puthiya Bruce Lee,25-05-2018,Tamil,0,0.1358
Kattam,22-12-2018,Tamil,0,0.1358
X Videos,01-06-2018,Tamil,4.6,0.2297
Pei Irukka Illaya,25-05-2018,Tamil,0,0.1302
Koottali,22-02-2018,Tamil,0,0.093
Munthal,20-04-2018,Tamil,0,0.1292
Torchlight,07-09-2018,Tamil,4,0.1365
Mr. Chandramouli,06-07-2018,Tamil,4.2,0.146
Billa Pandi,06-11-2018,Tamil,4,0.1363
Utharavu Maharaja,28-12-2018,Tamil,0,0.1467
Nadodi Kanavu,03-08-2018,Tamil,0,0.1269
Eghantham,21-09-2018,Tamil,7,0.1395
Kannakkol,15-06-2018,Tamil,0,0.0798
Odu Raja Odu,17-08-2018,Tamil,6.5,0.1077
Koothan,11-10-2018,Tamil,0,0.1453
Baaram,22-11-2018,Tamil,6.75,0.1226
Dharavi,02-03-2018,Tamil,0,0.1271
Marainthirunthu Paarkum Marmam Enna,17-08-2018,Tamil,6.1,0.1313
Villavan,19-04-2018,Tamil,6,0.0822
Aaruthra,31-08-2018,Tamil,1,0.0878
Sea,12-06-2018,Tamil,0,0.1037
Uzhaikkum Paadhai,01-01-2018,Tamil,0,0.082
Thirudathey Papa Thirudathey,16-08-2018,Tamil,0,0.0879
Moondru Rasikarkal,10-08-2018,Tamil,0,0.0856
Sughamaai Subbulakshmi,17-05-2018,Tamil,0,0.0917
Vedigundu Pasangge,26-07-2018,Tamil,8,0.0794
Melnaattu Marumagan,16-02-2018,Tamil,0,0.0934
Kaatu Paya Sir Intha Kaali,03-08-2018,Tamil,0,0.0814
Rajavin Paarvai Raniyin Pakkam,07-09-2018,Tamil,0,0.0526
Papparapaam,31-12-2018,Tamil,0,0.092
Avalukkenna Azhagiya Mugam,07-09-2018,Tamil,0,0.1014
Thollaikatchi,31-12-2018,Tamil,0,0.0745
Meendum Vaa Arugil Vaa,31-12-2018,Tamil,0,0.0739
Ilavatta Pasanga,28-07-2018,Tamil,0,0.0621
Neeyum Naanum,20-09-2018,Tamil,6,0.0655
Vayakkattu Mappilai,01-06-2018,Tamil,0,0.0519
33km From KL,15-03-2018,Tamil,8,0.0588
Kutram Nadanthathu Enna,23-02-2018,Tamil,6,0.1906
Saranalayam,26-01-2018,Tamil,0,0.047
Ghora,28-06-2018,Tamil,0,0.0482
Samuga Valaithalam,19-01-2018,Tamil,0,0.0389
Antony,01-06-2018,Tamil,0,0.0629
Atcham Thavir,05-07-2018,Tamil,0,0.0673
Power to the Children,04-03-2018,Tamil,0,0.0336
Roja Maaligai,06-07-2018,Tamil,0,0.0418
Nari Vettai,09-02-2018,Tamil,0,0.0407
Dhachka,01-01-2018,Tamil,0,0.0404
18.05.2009,18-05-2018,Tamil,0,0.0286
Saavi,05-01-2018,Tamil,0,0.0297
Thodraa,07-09-2018,Tamil,0,0.0434
Zombie Encounter,15-07-2018,Tamil,6,0.0361
Visiri,02-02-2018,Tamil,0,0.0214
Yaagan,05-10-2018,Tamil,0,0.0286
Amaavasai,12-10-2018,Tamil,0,0.0256
Azhagu Magan,10-08-2018,Tamil,0,0.0214
Paalkaari,18-05-2018,Tamil,0,0.0214
Seyal,18-05-2018,Tamil,0,0.0286
TEN RUPEES NOTE,19-10-2018,Tamil,9,0.0143
Alaipesi,04-05-2018,Tamil,0,0.0143
Veerathevan,19-01-2018,Tamil,0,0.0071
Paarka Thonuthe,05-01-2018,Tamil,0,0.0143
Dec-13,05-01-2018,Tamil,0,0.0143
Tamizhananen,23-02-2018,Tamil,0,0.0214
Aaraam Thinai,31-12-2018,Tamil,0,0.0071
Kargil,22-06-2018,Tamil,0,0.0071
Slumdog Kodisvaran,13-04-2018,Tamil,0,0.0071
Mangai Maanvizhi Ambugal,13-07-2018,Tamil,0,0
Ennodu Nee Irundhal,15-06-2018,Tamil,0,0
Bigil,17-10-2019,Tamil,6.5,2.1724
Viswasam,10-01-2019,Tamil,6.3,1.0831
Peranbu,01-02-2019,Tamil,7.5,1.0852
Namma Veettu Pillai,27-09-2019,Tamil,5.353,0.9817
Kaithi,25-10-2019,Tamil,7.5,1.2314
House Owner,27-06-2019,Tamil,6.2,1.7436
Sigai,09-01-2019,Tamil,5.7,0.6038
Game Over,14-06-2019,Tamil,6.1,0.8102
Petta,10-01-2019,Tamil,7.122,0.839
Kanchana 3,19-04-2019,Tamil,4.159,0.7133
Kadaram Kondan,19-07-2019,Tamil,5.4,0.7035
Super Deluxe,29-03-2019,Tamil,7.726,0.6833
Kuppathu Raja,05-04-2019,Tamil,5,0.4274
100,10-05-2019,Tamil,6.632,0.5036
Kaappaan,19-09-2019,Tamil,5.5,0.4296
Hero,18-12-2019,Tamil,6.5,0.5084
Dev,14-02-2019,Tamil,5,0.4106
Sangathamizhan,15-11-2019,Tamil,4.5,0.3608
Kolaiyuthir Kaalam,08-08-2019,Tamil,4.2,1.9127
Kaaviyyan,18-10-2019,Tamil,0,0.304
Irandam Ulagaporin Kadaisi Gundu,05-12-2019,Tamil,6.6,0.3945
Enai Noki Paayum Thota,29-11-2019,Tamil,5.5,0.484
Natpe Thunai,04-04-2019,Tamil,5.5,0.7238
Jiivi,28-06-2019,Tamil,7.567,0.3572
90 ML,01-03-2019,Tamil,4.9,0.3301
Thadam,01-03-2019,Tamil,7.1,0.594
Mehandi Circus,19-04-2019,Tamil,6,0.3544
Asuran,02-10-2019,Tamil,7.7,0.5375
Thambi,19-12-2019,Tamil,6.4,0.4998
Jada,06-12-2019,Tamil,4,0.3049
NGK,31-05-2019,Tamil,4.7,0.3142
Aruvam,10-10-2019,Tamil,4.083,0.3329
Sethum Aayiram Pon,08-05-2019,Tamil,6.25,0.3181
Aadai,19-07-2019,Tamil,6,0.4528
Vennila Kabaddi Kuzhu 2,12-07-2019,Tamil,4,0.4074
Chithiram Pesuthadi 2,15-02-2019,Tamil,4,0.2868
Nerkonda Paarvai,08-08-2019,Tamil,6.8,0.3495
Adithya Varma,21-11-2019,Tamil,6.1,0.3939
Uriyadi 2,05-04-2019,Tamil,7,0.2903
Mr. Local,17-05-2019,Tamil,5,0.4804
Pottu,08-03-2019,Tamil,4,0.3029
Airaa,28-03-2019,Tamil,5,0.4207
Sillu Karuppatti,26-12-2019,Tamil,6.9,0.464
Devi 2,31-05-2019,Tamil,4.2,0.3814
Dhanusu Raasi Neyargalae,05-12-2019,Tamil,4.8,0.3071
Raatchasi,05-07-2019,Tamil,6.5,0.3102
100% Kaadhal,04-10-2019,Tamil,5.3,0.3744
Sivappu Manjal Pachai,06-09-2019,Tamil,6,0.3882
Vantha Rajavathaan Varuven,01-02-2019,Tamil,5.9,0.4394
Ispade Rajavum Idhaya Raniyum,15-03-2019,Tamil,5.625,0.3259
R. K. Nagar,17-12-2019,Tamil,3.3,0.1758
Comali,14-08-2019,Tamil,6.2,0.3055
Action,15-11-2019,Tamil,4.969,0.3019
Sixer,30-08-2019,Tamil,5.8,0.3337
Jackpot,02-08-2019,Tamil,3.4,0.2841
Gurkha,12-07-2019,Tamil,4.5,0.2327
Sindhubaadh,27-06-2019,Tamil,4.5,0.1732
Nenjamundu Nermaiyundu Odu Raja,14-06-2019,Tamil,5,0.3898
Boomerang,08-03-2019,Tamil,5.2,0.2922
Bodhai Yeri Budhi Maari,12-07-2019,Tamil,0,0.2705
Capmaari,13-12-2019,Tamil,5.3,0.1915
Kolaigaran,05-06-2019,Tamil,6.3,0.3075
Ayogya,11-05-2019,Tamil,7.188,0.2895
Chennai 2 Bangkok,13-12-2019,Tamil,1,0.2846
Sarvam Thaala Mayam,01-02-2019,Tamil,7,0.4091
Vellai Pookal,19-04-2019,Tamil,6.2,0.2759
Dharma Prabhu,28-06-2019,Tamil,4.75,2.1177
Karuthukalai Pathivu Sei,13-12-2019,Tamil,4.5,0.1478
Azhiyatha Kolangal 2,29-11-2019,Tamil,6,0.1677
Charlie Chaplin 2,25-01-2019,Tamil,6,0.2456
Thanimai,03-05-2019,Tamil,3,0.2698
Sathru,08-03-2019,Tamil,6.4,0.21
Embiran,22-03-2019,Tamil,0,0.2251
Kaalidas,13-12-2019,Tamil,6,0.1629
Magamuni,06-09-2019,Tamil,7,0.1972
Kattumaram,23-04-2019,Tamil,0,0.2317
Pulanaivu,14-11-2019,Tamil,7,0.161
Devarattam,01-05-2019,Tamil,2.8,0.2965
Monster,17-05-2019,Tamil,6.4,0.2295
LKG,22-02-2019,Tamil,6.556,0.1766
Kalavu,09-02-2019,Tamil,0,0.252
Kee,10-05-2019,Tamil,6.273,0.315
Mei,23-08-2019,Tamil,5,0.1763
Dhilluku Dhuddu 2,07-02-2019,Tamil,4.7,0.2474
Nungambakkam,26-07-2019,Tamil,0,0.2282
Super Duper,20-09-2019,Tamil,3,0.1789
Metro Maalai,28-11-2019,Tamil,0,0.1734
Lisaa,24-05-2019,Tamil,6.333,0.1813
K-13,03-05-2019,Tamil,6,0.1952
Thumbaa,21-06-2019,Tamil,0,0.1786
Adutha Saattai,29-11-2019,Tamil,4,0.2278
Sagaa,01-02-2019,Tamil,5,0.3232
Market Raja MBBS,29-11-2019,Tamil,1.5,0.3452
Suttu Pidikka Utharavu,14-06-2019,Tamil,5.6,0.2546
Dha Dha 87,01-03-2019,Tamil,5,0.1378
Thirupathisamy Kudumbam,13-12-2019,Tamil,0,0.1553
Unarvu,19-07-2019,Tamil,0,0.1166
Alexander Babu: Alex in Wonderland,23-08-2019,Tamil,9.7,0.2262
Gorilla,12-07-2019,Tamil,3.7,0.2052
Rocky: The Revenge,12-04-2019,Tamil,0,0.1426
Simba,25-01-2019,Tamil,5.1,0.1326
Maaniik,04-01-2019,Tamil,1,0.1014
Thirumanam,01-03-2019,Tamil,6.3,0.1468
Petromax,11-10-2019,Tamil,6.1,0.1415
Puppy,11-10-2019,Tamil,4.8,0.129
Igloo,17-07-2019,Tamil,5.5,0.243
Thavam,08-11-2019,Tamil,0,0.1952
July Kaatril,15-03-2019,Tamil,0,0.1796
Neeya 2,24-05-2019,Tamil,0,0.3299
Gangs of Madras,12-04-2019,Tamil,7,0.1402
En Kadhali Scene Podura,13-09-2019,Tamil,0,0.136
Ungala Podanum Sir,13-09-2019,Tamil,0,0.1093
Kennedy Club,23-08-2019,Tamil,4,0.1689
Kalavani 2,05-07-2019,Tamil,4.4,0.1156
Thittam Pottu Thirudura Koottam,27-09-2019,Tamil,0,0.2186
Nedunalvaadai,15-03-2019,Tamil,6.5,0.1922
Miga Miga Avasaram,08-11-2019,Tamil,7.3,0.2332
Kolanji,26-07-2019,Tamil,4,0.1217
Thozhar Venkatesan,12-07-2019,Tamil,6,0.1286
Zombie,06-09-2019,Tamil,3,0.177
Venpa,19-09-2019,Tamil,9,0.102
Agni Devi,22-03-2019,Tamil,2.2,0.1353
A1,26-07-2019,Tamil,3.1,0.131
Natpuna Ennanu Theriyuma,17-05-2019,Tamil,4,0.1771
Hope,28-09-2019,Tamil,0,0.1576
K. D.,22-11-2019,Tamil,7.8,0.1497
Podhu Nalan Karudhi,08-02-2019,Tamil,2,0.0786
Kaadhal Munnetra Kazhagam,10-05-2019,Tamil,0,0.1292
Vilambaram,01-03-2019,Tamil,0,0.0976
Watchman,12-04-2019,Tamil,5,0.0983
Kaanal Neer,30-08-2019,Tamil,6,0.1543
Iruttu,06-12-2019,Tamil,4.6,0.1457
Aghavan,15-03-2019,Tamil,0,0.0798
Kanne Kalaimaane,22-02-2019,Tamil,6.7,0.1557
Bakrid,23-08-2019,Tamil,7,0.1844
TIGER,14-07-2019,Tamil,9,0.0689
Pettikadai,22-02-2019,Tamil,0,0.1394
Thorati,01-08-2019,Tamil,4,0.0789
Champion,13-12-2019,Tamil,5,0.1305
Goko Mako,14-02-2019,Tamil,0,0.1814
Nethraa,08-02-2019,Tamil,0,1.1903
Butler Balu,08-11-2019,Tamil,0,0.0911
Kuthuoosi,25-01-2019,Tamil,0,0.1091
Kazhugu 2,01-08-2019,Tamil,2,0.0918
Bow Bow,18-10-2019,Tamil,0,0.1008
Kali Muni Tharisanam,18-07-2019,Tamil,6,0.0718
Neerthirai,22-03-2019,Tamil,7,0.0661
Thiruttukkalyanam,31-05-2019,Tamil,0,0.1128
Pancharaaksharam,27-12-2019,Tamil,4,0.1018
Maadathy,06-10-2019,Tamil,6.5,0.0615
50/50,27-12-2019,Tamil,6.3,0.0815
Oththa Seruppu Size 7,20-09-2019,Tamil,8,0.125
Ganesha Meendum Santhippom,05-04-2019,Tamil,6,0.0605
Azhaggiye Thee,27-06-2019,Tamil,6,0.0925
Pei Ellam Pavam,01-02-2019,Tamil,0,0.0535
Mosadi,21-06-2019,Tamil,0,0.0852
