Title,Release Date,Language,Vote Average,Popularity
Shabaash Mithu,15-07-2022,Hindi,6.1,0.417
Ek Anjaan Rishtey Ka Guilt 2,10-12-2022,Hindi,0,0.5425
Jhund,04-03-2022,Hindi,6.6,0.4362
Raja Bro,17-12-2022,Hindi,1,0.3452
Jaadugar,15-07-2022,Hindi,6.4,0.6911
Ram Setu,25-10-2022,Hindi,5.1,0.5628
Blurr,09-12-2022,Hindi,3.7,0.3646
Amar Colony,24-11-2022,Hindi,10,0.4391
Double XL,04-11-2022,Hindi,5.4,0.6751
Tadka,04-11-2022,Hindi,7,0.3372
Anek,27-05-2022,Hindi,6.1,0.4145
Siya,16-09-2022,Hindi,6.5,0.4783
Dhokha: Round D Corner,22-09-2022,Hindi,4.9,0.4282
Kaun Pravin Tambe?,01-04-2022,Hindi,7.2,0.4235
The Storyteller,08-10-2022,Hindi,9.5,0.3627
A Cheat Day,15-12-2022,Hindi,0,0.337
Thar,06-05-2022,Hindi,5.9,0.5519
Jogi,16-09-2022,Hindi,6.8,0.3791
Thai Massage,11-11-2022,Hindi,5.6,0.3734
Good Luck Jerry,29-07-2022,Hindi,5.3,0.4315
Nikamma,17-06-2022,Hindi,3.857,0.3636
Uunchai,11-11-2022,Hindi,6.1,0.5083
Hurdang,08-04-2022,Hindi,5,0.3734
Sherdil: The Pilibhit Saga,24-06-2022,Hindi,5.5,0.3393
Cuttputlli,02-09-2022,Hindi,5.6,0.3738
The Cannabis Diary,21-05-2022,Hindi,0,0.2602
Mere Desh Ki Dharti,06-05-2022,Hindi,7.1,0.2721
36 Farmhouse,21-01-2022,Hindi,7,0.333
Rocket Gang,11-11-2022,Hindi,4.5,0.251
Toolsidas Junior,04-03-2022,Hindi,7.6,0.3916
Qala,24-11-2022,Hindi,6.5,0.7703
Ittu Si Baat,17-06-2022,Hindi,3,0.2102
Plan A Plan B,30-09-2022,Hindi,6.1,0.3345
Jungle Cry,20-05-2022,Hindi,8.3,0.4033
A Harlot's Purse,15-01-2022,Hindi,0,0.1787
L.A.C.,15-12-2022,Hindi,0,0.1704
Mister Mummy,18-11-2022,Hindi,5.2,0.286
India Lockdown,02-12-2022,Hindi,4.4,0.3032
Naam Tha Kanhaiyalal,29-11-2022,Hindi,0,0.2276
The List,22-09-2022,Hindi,0,0.2277
Dhaakad,20-05-2022,Hindi,4.4,0.3856
Mlechha,24-08-2022,Hindi,10,0.2312
Motu Patlu : Kung Fu Kings 6: The Secret of Devil's Heart,30-05-2022,Hindi,0,0.2309
Kacchey Limbu,11-09-2022,Hindi,5.5,0.189
Incognito,29-09-2022,Hindi,0,0.2134
Atithi Bhooto Bhava,23-09-2022,Hindi,9,0.2747
The Magnetic Fighters,01-11-2022,Hindi,0,0.1669
Operation Romeo,22-04-2022,Hindi,6.2,0.344
Chakki,07-10-2022,Hindi,0,0.1714
Rani Rani Rani,24-07-2022,Hindi,0,0.1887
Kapil Sharma: I'm Not Done Yet,28-01-2022,Hindi,6.3,0.2161
Ardh,10-06-2022,Hindi,4.5,0.2672
Middle Class Love,16-09-2022,Hindi,4.6,0.2417
Janhit Mein Jaari,10-06-2022,Hindi,6.1,0.2148
Hacker: Trust No One,08-02-2022,Hindi,0,0.3001
Holy Cow,26-08-2022,Hindi,4,0.1808
Ladki,15-07-2022,Hindi,7.5,0.3073
Aakash Mehta: Life Right Now,31-10-2022,Hindi,0,0.13
Love You Loktantra,14-10-2022,Hindi,0,0.1364
Dear Molly,01-06-2022,Hindi,2,0.4887
Longing,15-01-2022,Hindi,0,0.1385
Why I Killed Gandhi,30-01-2022,Hindi,1,0.2469
Khalli Balli,16-09-2022,Hindi,0,0.2467
Shadyantra,18-12-2022,Hindi,10,0.1411
Match Of Life,05-08-2022,Hindi,0,0.1482
Jahaan Chaar Yaar,16-09-2022,Hindi,0,0.1491
Kahani Rubberband Ki,14-10-2022,Hindi,7,0.1758
Honest Gay Dating In India,18-01-2022,Hindi,0,0.1959
Judaa Hoke Bhi,15-07-2022,Hindi,6,0.2787
My Hate Letter To Cycles and/or Self harm,22-07-2022,Hindi,8,0.2229
Kiss,07-05-2022,Hindi,2.5,0.1914
Zakir Khan: Tathastu,01-12-2022,Hindi,8.8,0.2958
Pariah,01-05-2022,Hindi,5.5,0.1634
Love in Ukraine,27-05-2022,Hindi,0,0.1169
Nazar Andaaz,07-10-2022,Hindi,4,0.3937
Jaspreet Singh: Koi Load Nahi,29-03-2022,Hindi,5.7,0.2173
The Daughter,12-03-2022,Hindi,0,0.1321
Jahaan,17-03-2022,Hindi,0,0.1309
Two Sisters And A Husband,12-06-2022,Hindi,0,0.1749
Sanaa,16-11-2022,Hindi,0,0.1828
Odd Couple,15-07-2022,Hindi,8,0.1361
Kinaara,05-08-2022,Hindi,0,0.1667
Biscut,07-02-2022,Hindi,0,0.1918
Made in India,28-05-2022,Hindi,0,0.0992
UnBlock,14-02-2022,Hindi,0,0.0868
Rowdy,30-12-2022,Hindi,0,0.147
Fire in the Mountains,20-05-2022,Hindi,8,0.0962
Kora Kagazz,25-11-2022,Hindi,0,0.1208
Guthlee Ladoo,09-07-2022,Hindi,6.5,0.3434
Manhoos,04-08-2022,Hindi,0,0.1835
Titu Ambani,07-07-2022,Hindi,6,0.1203
Ishq Pashmina,23-09-2022,Hindi,0,0.3218
Taking the Horse to Eat Jalebis,10-06-2022,Hindi,0,0.1176
Maarrich,09-12-2022,Hindi,10,0.1932
Pyar Mein Thoda Twist,18-02-2022,Hindi,10,0.0779
Woh 3 Din,30-09-2022,Hindi,0,0.1243
Saroj Ka Rishta,16-09-2022,Hindi,0,0.156
TWENTYTИƎWT,25-02-2022,Hindi,0,0.1925
#Homecoming,17-02-2022,Hindi,5,0.1372
Tere Liye,15-07-2022,Hindi,8.7,0.1131
Manhole,13-06-2022,Hindi,0,0.1178
The Conversion,06-05-2022,Hindi,0,0.1467
Amaris,27-05-2022,Hindi,10,0.0998
Dhuin,24-02-2022,Hindi,10,0.1145
Arranged,25-03-2022,Hindi,3,0.1169
Token the Treasure,02-09-2022,Hindi,0,0.0805
Kachha Baniyan Gang: The Real Story Behind Delhi Crime Season 2,13-09-2022,Hindi,0,0.0783
Rocket Boys,04-02-2022,Hindi,0,0.1011
Demons,07-05-2022,Hindi,6,0.076
Amriki Pandit,31-12-2022,Hindi,0,0.0833
Aalam,15-08-2022,Hindi,0,0.0982
Ferrous,08-02-2022,Hindi,0,0.0847
Aye Zindagi,14-10-2022,Hindi,0,0.1427
Dear Dia,10-06-2022,Hindi,0,0.0796
Chaar Cup Chai,21-06-2022,Hindi,0,0.1184
Hindutva,07-10-2022,Hindi,0,0.1953
Miami Seh New York,05-08-2022,Hindi,0,0.0586
Verses of War,26-01-2022,Hindi,0,0.0914
Matto Ki Saikil,16-09-2022,Hindi,6,0.1153
Stories on the Next Page,06-05-2022,Hindi,0,0.0769
Two Perfect Strangers,21-05-2022,Hindi,0,0.0944
Yatri Kripya Dhyan De,24-02-2022,Hindi,3,0.0838
48 Kos,08-07-2022,Hindi,0,0.0672
Before You Die,18-02-2022,Hindi,0,0.0892
On Either Sides of the Pond,16-09-2022,Hindi,0,0.0596
Rajat Chauhan: My Crush Stories,01-12-2022,Hindi,0,0.0694
Uljhe Hue,11-02-2022,Hindi,3.5,0.0855
Agam,04-02-2022,Hindi,0,0.0853
Chitrakut,20-05-2022,Hindi,0,0.1519
Bad Egg,20-07-2022,Hindi,0,0.0551
Opium,29-10-2022,Hindi,0,0.0698
iTales,26-08-2022,Hindi,0,0.0614
The Way We Are,07-10-2022,Hindi,0,0.0932
Naar Ka Sur,05-08-2022,Hindi,0,0.0614
Apaar,22-12-2022,Hindi,0,0.0798
Pralhad,01-09-2022,Hindi,0,0.068
Haryana,05-08-2022,Hindi,0,0.0486
Side A Side B,10-02-2022,Hindi,0,0.0499
"Max, Min and Meowzaki",10-10-2022,Hindi,0,0.0823
Good Morning,22-09-2022,Hindi,0,0.0598
Murder at Koh E Fiza,23-11-2022,Hindi,2,0.0495
Powai,01-08-2022,Hindi,0,0.055
Nauha,17-05-2022,Hindi,1,0.0839
India's Sons,19-11-2022,Hindi,0,0.0566
Gotakhor,23-06-2022,Hindi,0,0.062
Baj Gai Seeti,08-10-2022,Hindi,0,0.0654
Dada Lakhmi,08-11-2022,Hindi,10,0.0671
Jaggu Ki Lalten,14-10-2022,Hindi,0,0.0571
Badboli Bhavna,05-05-2022,Hindi,0,0.0658
Mein Mehmood,12-08-2022,Hindi,0,0.0641
Disconnect,05-04-2022,Hindi,0,0.0497
Dadi Ka Murabba,12-08-2022,Hindi,0,0.0743
The Vanishing of Sarah Miles,12-02-2022,Hindi,0,0.057
Dhavak,30-08-2022,Hindi,0,0.0475
1800 Life,22-04-2022,Hindi,0,0.0579
Hacker 2.0,09-11-2022,Hindi,0,0.0492
10 Nahi 40,11-03-2022,Hindi,10,0.0512
The Tale Of A Santa And His Moth,22-07-2022,Hindi,0,0.0387
The Check Post,23-12-2022,Hindi,0,0.0667
Subhagi,08-09-2022,Hindi,0,0.0297
Green Signal,02-12-2022,Hindi,5,0.0297
Shadow Assassins,09-12-2022,Hindi,6,0.0486
The Protector,18-03-2022,Hindi,0,0.0434
Some Film by Guru Dutt,29-08-2022,Hindi,0,0.0362
Lords of Lockdown,10-05-2022,Hindi,0,0.0957
Veer Bahadur Bheem,18-03-2022,Hindi,0,0.0357
Dahini - The Witch,21-11-2022,Hindi,0,0.0404
Kadaknath,08-04-2022,Hindi,0,0.0281
Mirror,25-01-2022,Hindi,1,0.0404
Supreme Motherhood : The Journey of Mata Sahib Kaur,14-04-2022,Hindi,0,0.0368
Mariam,06-10-2022,Hindi,0,0.0445
Chhoti Shameez,02-06-2022,Hindi,0,0.0261
"Mother, Who Will Weave Now?",11-04-2022,Hindi,0,0.0261
Bulbule,04-08-2022,Hindi,9,0.0409
Urf,25-01-2022,Hindi,0,0.0311
Gray,20-05-2022,Hindi,0,0.0311
Yun Hua Toh?,26-01-2022,Hindi,0,0.0214
Home,01-11-2022,Hindi,0,0.0538
The Good News,03-12-2022,Hindi,0,0.0286
From the Shadows,31-08-2022,Hindi,0,0.0286
One and a Half Knot,30-10-2022,Hindi,0,0.0286
Vakeel Babu,22-09-2022,Hindi,0,0.0286
The Frog is the Pond's Witness,12-10-2022,Hindi,0,0.0286
MaNan,18-02-2022,Hindi,10,0.0286
Funral,10-06-2022,Hindi,0,0.0168
Conditions Apply,22-09-2022,Hindi,0,0.0264
Mimamsa,15-07-2022,Hindi,0,0.0327
Modiji ki beti,14-10-2022,Hindi,0,0.0239
The Fallen are Connected,20-12-2022,Hindi,0,0.0286
Guilt 2,02-02-2022,Hindi,0,0.0214
Sorry Day,14-01-2022,Hindi,6,0.0214
Drink,24-09-2022,Hindi,0,0.0168
BirdBox,16-06-2022,Hindi,4,0.1439
Khel Kood Aur Bhoot,13-05-2022,Hindi,0,0.0143
A Letter to Sven Nykvist,28-11-2022,Hindi,0,0.0214
Still Waters Go Deep,01-01-2022,Hindi,0,0.0143
Fatima,01-08-2022,Hindi,0,0.0168
Marigold,15-08-2022,Hindi,0,0.0143
Sahebs Who Never Left,14-11-2022,Hindi,5.5,0.0143
Chintaa Mani,27-08-2022,Hindi,2,0.0143
If Only Trees Could Talk,19-12-2022,Hindi,0,0.0143
Oranges in the Winter Sun,11-11-2022,Hindi,0,0.0143
Mask,01-12-2022,Hindi,7,0.0168
15 Seconds A Lifetime,03-08-2022,Hindi,0,0.0143
Macha Do Bawandar Macha Do,24-07-2022,Hindi,0,0
Dark Rose: The Name of Fear,11-05-2022,Hindi,0,0.0143
A Bit of Happiness,17-05-2022,Hindi,0,0.0143
All Was Good,17-02-2022,Hindi,0,0.0071
Aa Bhi Ja O Piya,07-09-2022,Hindi,0,0.0143
Chhota Bheem Aur Mahavinashini ka Vinaash,23-10-2022,Hindi,0,0.0071
Abnormal,22-07-2022,Hindi,0,0.0071
Dusht Aatma: Deadman Spirit,24-02-2022,Hindi,0,0.0071
Likkhe Jo Khat Tumhe,20-04-2022,Hindi,0,0.0071
Sri Aurobindo Ghose: The Beginning of Spiritual Journey,15-08-2022,Hindi,0,0.0071
Somewhere Near and Far,29-10-2022,Hindi,0,0.0071
Love and Cocoa,07-08-2022,Hindi,10,0.0071
reverie,07-11-2022,Hindi,0,0.0071
Mustard Greens,03-11-2022,Hindi,0,0.0071
Behind the Doors,03-11-2022,Hindi,0,0.0071
Run For Life Bhaag,03-09-2022,Hindi,0,0.0071
Dhaage,16-09-2022,Hindi,0,0.0071
मजदूर मजबूर मज़बूत,28-08-2022,Hindi,0,0.0071
Unintentional,26-08-2022,Hindi,10,0.0071
Aamras,11-08-2022,Hindi,0,0.0071
Impasse,01-06-2022,Hindi,0,0.0071
The Pomegranate Tree,29-04-2022,Hindi,0,0.0071
RAGE,20-04-2022,Hindi,10,0.0071
2 (दो),12-06-2022,Hindi,0,0.0071
Clouds of Monsoon,10-03-2022,Hindi,0,0.0071
Life is Suffering. Death is Salvation,18-03-2022,Hindi,0,0.0143
"The Wind in Your Body Is Only Visiting, Your Breath Will Soon Be Thunder",17-02-2022,Hindi,0,0.0071
In A Dissent Manner,01-09-2022,Hindi,0,0
Isharon Isharon Mein,01-01-2022,Hindi,0,0.0071
Singapore Times – The Magic Box,05-11-2022,Hindi,0,0.0071
All day and all of the night,27-10-2022,Hindi,0,0
Raat: Night Time in Small Town India,06-08-2022,Hindi,0,0
Makhlooq,11-08-2022,Hindi,1,0
First Second Chance,03-06-2022,Hindi,0,0
Jai Bheem,13-04-2022,Hindi,0,0.0071
Pippa,10-11-2023,Hindi,4.9,4.6582
Jawan,07-09-2023,Hindi,7.1,4.9447
12th Fail,11-08-2023,Hindi,8.016,4.4184
Animal,01-12-2023,Hindi,6.25,4.4595
Pathaan,25-01-2023,Hindi,6.488,2.9956
Adipurush,16-06-2023,Hindi,5,2.6664
Khufiya,05-10-2023,Hindi,6.5,1.3261
Dunki,21-12-2023,Hindi,6.2,2.1217
Rocky Aur Rani Kii Prem Kahaani,28-07-2023,Hindi,6.3,1.5779
Kisi Ka Bhai... Kisi Ki Jaan,21-04-2023,Hindi,5.3,1.6718
Kuttey,13-01-2023,Hindi,6,0.9761
Tiger 3,12-11-2023,Hindi,5.8,1.5464
Mrs.,17-11-2023,Hindi,5.8,1.1709
Lust Stories 2,29-06-2023,Hindi,5.7,1.5165
The Archies,07-12-2023,Hindi,6,1.0638
Three of Us,03-11-2023,Hindi,7.3,1.2392
Tu Jhoothi Main Makkaar,08-03-2023,Hindi,6.277,1.2644
Jaane Jaan,21-09-2023,Hindi,7.1,1.2192
OMG 2,11-08-2023,Hindi,7.3,1.0193
Bawaal,21-07-2023,Hindi,6.1,0.9015
Kho Gaye Hum Kahan,26-12-2023,Hindi,6.6,0.8336
Shehzada,17-02-2023,Hindi,5.6,0.9631
Bholaa,30-03-2023,Hindi,6,1.0772
Mrs. Chatterjee Vs Norway,16-03-2023,Hindi,5.4,0.7346
Ganapath,20-10-2023,Hindi,3,0.7163
Starfish,24-11-2023,Hindi,3.6,0.6446
Haddi,07-09-2023,Hindi,5.2,0.6218
Agra,29-09-2023,Hindi,5,1.1338
Sam Bahadur,01-12-2023,Hindi,6.9,0.6273
Chor Nikal Ke Bhaga,24-03-2023,Hindi,6.9,0.7437
Chatrapathi,12-05-2023,Hindi,7,0.7991
Sukhee,22-09-2023,Hindi,5,0.6404
Gumraah,07-04-2023,Hindi,6.8,0.626
Gadar 2,11-08-2023,Hindi,6.2,0.8472
Mission Majnu,20-01-2023,Hindi,6.6,0.6699
Ghoomer,18-08-2023,Hindi,8.6,0.4954
Shastry Viruddh Shastry,03-11-2023,Hindi,5.3,0.7621
Jackson Halt,05-05-2023,Hindi,7,0.4826
Yaariyan 2,20-10-2023,Hindi,4.4,0.7504
Dhak Dhak,13-10-2023,Hindi,5.8,0.7705
Friday Night Plan,01-09-2023,Hindi,5.9,0.7057
Mission Raniganj,06-10-2023,Hindi,5.8,0.6836
Kadak Singh,24-11-2023,Hindi,5.5,0.5817
Bheed,24-03-2023,Hindi,6,0.4654
Chhota Bheem MahaShaitaan Ka Mahayudh,13-08-2023,Hindi,0,0.6496
Prabho Shivaji Raja,01-11-2023,Hindi,0,0.2255
Kathal,19-05-2023,Hindi,5.9,0.5643
The Ladykiller,03-11-2023,Hindi,6,0.3541
Thank You For Coming,06-10-2023,Hindi,4.2,0.5601
Apurva,15-11-2023,Hindi,5.7,0.3959
Family Politics of Blood,15-06-2023,Hindi,0,0.3505
Bloody Daddy,09-06-2023,Hindi,5.8,0.4469
Bhagwan Bharose,13-05-2023,Hindi,6.7,0.5359
Sajini Shinde Ka Viral Video,27-10-2023,Hindi,6.6,0.6707
Khichdi 2: Mission Paanthukistan,17-11-2023,Hindi,3.7,0.5462
Joram,07-12-2023,Hindi,7.429,0.4005
Dream Girl 2,25-08-2023,Hindi,5.6,0.5244
Sergeant,30-06-2023,Hindi,2,0.4756
Farrey,24-11-2023,Hindi,2.5,0.4759
Tejas,27-10-2023,Hindi,4.3,0.4839
Bad Boy,28-04-2023,Hindi,0,0.3557
Gulmohar,03-03-2023,Hindi,6.2,0.4187
Aankh Micholi,03-11-2023,Hindi,5.1,0.4958
Berlin,14-10-2023,Hindi,5.8,0.4928
Kennedy,24-05-2023,Hindi,7.5,0.4117
Chhota Bheem Shakti Astra Ki Khoj,11-11-2023,Hindi,0,0.4799
1080 – The Legacy of Mahaveer,27-10-2023,Hindi,5,0.2428
Karma Strikes,22-12-2023,Hindi,0,0.4774
Tiku Weds Sheru,22-06-2023,Hindi,6.1,0.681
Ajmer 92,14-07-2023,Hindi,0,0.3053
The Vaccine War,28-09-2023,Hindi,7.5,0.305
Lakeerein,03-11-2023,Hindi,0,0.2631
U-Turn,28-04-2023,Hindi,5.2,0.3583
Sirf Ek Bandaa Kaafi Hai,02-06-2023,Hindi,7.1,0.3349
Trial Period,21-07-2023,Hindi,5.2,0.3337
Mast Mein Rehne Ka,08-12-2023,Hindi,7.6,0.2984
Anu,29-07-2023,Hindi,6,0.3993
Selfiee,24-02-2023,Hindi,5.9,0.3459
Mrs. Undercover,14-04-2023,Hindi,5.1,0.2929
Jamna - The River Story,24-12-2023,Hindi,8,0.2502
Spirit of the Mountains,07-04-2023,Hindi,8.3,0.4044
Dry Day,22-12-2023,Hindi,7.5,0.3145
I Killed Bapu,29-09-2023,Hindi,0,0.3845
Almost Pyaar with DJ Mohabbat,03-02-2023,Hindi,3.3,0.2597
Zara Hatke Zara Bachke,02-06-2023,Hindi,5.9,0.399
Akelli,25-08-2023,Hindi,6.3,0.2735
Tarla,07-07-2023,Hindi,5.8,0.2432
One Friday Night,28-07-2023,Hindi,4.3,0.2174
Who Am I?,03-02-2023,Hindi,9,0.2001
Amar Katha,01-04-2023,Hindi,10,0.1684
Blind,07-07-2023,Hindi,4.3,0.3267
Veeram,07-04-2023,Hindi,3,0.2584
Rat in the Kitchen,02-10-2023,Hindi,8,0.196
Neeyat,07-07-2023,Hindi,5,0.3722
1920: Horrors of the Heart,23-06-2023,Hindi,3,0.3047
I Love You,16-06-2023,Hindi,4.2,0.2152
Lost,16-02-2023,Hindi,5.2,0.2299
Kanjoos Makhichoos,24-03-2023,Hindi,6,0.2947
Yaatris,03-11-2023,Hindi,0,0.3464
U Shape Ki Gully,02-10-2023,Hindi,0,0.315
Operation Fryday,26-01-2023,Hindi,2,0.2102
Sharmajee Ki Beti,01-11-2023,Hindi,0,0.2633
Tumse Na Ho Payega,29-09-2023,Hindi,7.4,0.3848
A Knowing,15-01-2023,Hindi,0,0.1761
The Y,06-01-2023,Hindi,4,0.1496
Abhishek Upmanyu: Jealous of Sabziwala,19-02-2023,Hindi,7,0.1807
Operation Mayfair,24-03-2023,Hindi,3.2,0.2589
InCar,03-03-2023,Hindi,0,0.1903
While We Watched,14-07-2023,Hindi,7.8,0.2211
Some of My Folks,29-07-2023,Hindi,0,0.3192
Afwaah,05-05-2023,Hindi,5.7,0.3942
Moha,25-01-2023,Hindi,0,0.3697
Samosa & Sons,22-11-2023,Hindi,2,0.2574
Nocturnal Burger,21-01-2023,Hindi,7.5,0.2767
The Face of the Faceless,07-02-2023,Hindi,0,0.2558
Bobby's Friends,03-11-2023,Hindi,0,0.1978
Blue Dogs,12-08-2023,Hindi,10,0.2782
COAT,26-05-2023,Hindi,0,0.2006
Fukrey 3,28-09-2023,Hindi,5.7,0.4328
IB 71,12-05-2023,Hindi,6.8,0.2474
Privacy,30-06-2023,Hindi,0,0.1959
Anubhav Singh Bassi: Bas Kar Bassi,01-02-2023,Hindi,6.7,0.1912
Once Upon Two Times,29-12-2023,Hindi,3,0.3107
Stolen,31-08-2023,Hindi,6.5,0.1366
Satyaprem Ki Katha,29-06-2023,Hindi,6.8,0.2776
8 A.M. Metro,19-05-2023,Hindi,6.5,0.2028
Angithee 2,31-01-2023,Hindi,10,0.245
72 Hoorain,07-07-2023,Hindi,4.5,0.1523
Ishq-e-Nadaan,14-07-2023,Hindi,6,0.233
Non Stop Dhamaal,18-08-2023,Hindi,0,0.246
Morchang,29-06-2023,Hindi,0,0.1743
Lakadbaggha,13-01-2023,Hindi,6.8,0.2091
Fly High Little Hearts,25-09-2023,Hindi,0,0.1449
Gaslight,31-03-2023,Hindi,5.5,0.3061
The Great Indian Family,22-09-2023,Hindi,4.6,0.1924
India Fashion Factory,25-12-2023,Hindi,0,0.1454
AANGAN: 'A BLOOMING SPACE’,07-06-2023,Hindi,0,0.2466
Black Sunshine Baby,24-01-2023,Hindi,2,0.1298
Zakir Khan: Mannpasand,07-12-2023,Hindi,8.4,0.2987
Anari is backk,24-11-2023,Hindi,0,0.131
Mumbaikar,02-06-2023,Hindi,3.2,0.2955
I'm Yours,19-11-2023,Hindi,0,0.2427
UT 69,03-11-2023,Hindi,0,0.2424
Zwigato,17-03-2023,Hindi,6.8,0.2753
Vash,21-07-2023,Hindi,0,0.2226
Rakshak - India's Braves,11-08-2023,Hindi,6,0.2154
Nimmo Lucknow Wali,02-03-2023,Hindi,0,0.1111
Shiv Shastri Balboa,10-02-2023,Hindi,5,0.2243
Jogira Sara Ra Ra,26-05-2023,Hindi,0,0.1368
It’s All in Your Head,01-04-2023,Hindi,0,0.0926
Hacker 3.0,24-03-2023,Hindi,10,0.1046
Chhatriwali,20-01-2023,Hindi,5.5,0.1822
Armaand,10-10-2023,Hindi,0,0.2041
Hello Hello Whats-Up,02-06-2023,Hindi,4,0.1065
Aazam,19-05-2023,Hindi,3,0.1669
Dvand - The Internal Conflict,29-09-2023,Hindi,0,0.1354
The Haunting,21-04-2023,Hindi,6,0.1201
NRI Wives,26-05-2023,Hindi,0,0.1445
UnWoman,05-05-2023,Hindi,1,0.1303
ICU,27-10-2023,Hindi,8,0.1472
Hello Daddu,20-11-2023,Hindi,0,0.1399
Country of Blind,06-10-2023,Hindi,0,0.1227
Shanaya - An Unsolved Mystery,27-06-2023,Hindi,0,0.1367
Shashank,14-06-2023,Hindi,0,0.1316
My Father Is Afraid of Water,06-12-2023,Hindi,0,0.1644
Salt of the Earth,08-02-2023,Hindi,0,0.1094
Jaane Do,14-07-2023,Hindi,6,0.1267
Stay Quiet,16-10-2023,Hindi,0,0.0772
Am I Next,17-03-2023,Hindi,5,0.1157
Kya Masti Kya Dhoom,17-12-2023,Hindi,0,0.1576
Journey,19-12-2023,Hindi,10,0.1522
Lohardaga,10-03-2023,Hindi,10,0.0998
Love All,25-08-2023,Hindi,0,0.1339
The Broken Table,15-02-2023,Hindi,5.5,0.1049
Amit Tandon: Masala Sandwich,01-09-2023,Hindi,7,0.0802
Farishta,09-03-2023,Hindi,10,0.0819
Hume Toh Loot Liya,03-02-2023,Hindi,0,0.1167
Mushaira,06-10-2023,Hindi,9,0.1122
Kanwar,17-04-2023,Hindi,0,0.086
Bandit Shakuntala,27-02-2023,Hindi,0,0.0957
Pagalpan Next level,27-10-2023,Hindi,0,0.1576
Victor,13-10-2023,Hindi,0,0.1158
Narakasura,03-11-2023,Hindi,0,0.1334
Pine Cone,07-06-2023,Hindi,0,0.1421
Faraaz,03-02-2023,Hindi,4.3,0.152
Rosh,12-05-2023,Hindi,0,0.1973
"Next, Please",02-11-2023,Hindi,0,0.1253
Mystery of Tattoo,01-09-2023,Hindi,0,0.1244
Ho Ja Mukt,21-01-2023,Hindi,0,0.1343
Pushtaini,28-10-2023,Hindi,0,0.1091
Sab Moh Maaya Hai,18-11-2023,Hindi,4,0.0865
Safed,29-12-2023,Hindi,2,0.1024
The Underbug,20-01-2023,Hindi,0,0.1251
Biswa Kalyan Rath's Mood Kharaab,05-05-2023,Hindi,5.7,0.115
Last Rehearsal,10-12-2023,Hindi,0,0.0873
Checkmate,11-07-2023,Hindi,5.1,0.1181
Aakash Mehta: No Smoking,01-03-2023,Hindi,0,0.1078
The Lesson,22-07-2023,Hindi,0,0.1271
Majbooriyan,24-11-2023,Hindi,0,0.096
Chidiakhana,02-06-2023,Hindi,10,0.0849
High on Dreams,29-10-2023,Hindi,0,0.1018
Firki,23-10-2023,Hindi,0,0.0867
Giddh (The Scavenger),01-12-2023,Hindi,0,0.085
Ouch 2,13-03-2023,Hindi,0,0.0498
Prashasti Singh: Door Khadi Sharmaaye,11-07-2023,Hindi,7,0.0975
Outhouse,12-12-2023,Hindi,0,0.0845
Shera,23-05-2023,Hindi,0,0.0802
Gangster Ganga,02-10-2023,Hindi,0,0.0996
Cinemaghar,06-08-2023,Hindi,0,0.0925
The Purvanchal Files,22-09-2023,Hindi,0,0.0755
Pill Hai Ke Manta Nahi,28-01-2023,Hindi,0,0.078
Bhraanti An illusion,28-04-2023,Hindi,0,0.1104
Laar,08-10-2023,Hindi,0,0.0766
Taps,08-06-2023,Hindi,0,0.0691
Ghuspaith: Between Borders,16-10-2023,Hindi,8,0.124
Juliet 2,24-02-2023,Hindi,0,0.0602
#MUTE,27-02-2023,Hindi,5,0.0638
Kris in Bollywood,14-05-2023,Hindi,0,0.0807
Dilli Dark,04-07-2023,Hindi,0,0.0725
Ankuran,01-01-2023,Hindi,0,0.0446
Fursat,03-02-2023,Hindi,5,0.0481
Aakash Gupta: Angry Young Man,16-12-2023,Hindi,8,0.075
Out Of Time,15-12-2023,Hindi,0,0.0532
Naina,17-11-2023,Hindi,10,0.0862
Dono,05-10-2023,Hindi,5.5,0.1335
Suburban Tale,24-09-2023,Hindi,0,0.0598
Furs and Strands,15-03-2023,Hindi,0,0.07
The Evacuation: Operation Ganga,17-06-2023,Hindi,0,0.0522
A Touch,11-06-2023,Hindi,0,0.0516
Lavaste,26-05-2023,Hindi,0,0.0441
Yellow Bus,10-09-2023,Hindi,0,0.13
White Ant,20-01-2023,Hindi,5,0.0621
Anant - A Journey Towards The End,08-12-2023,Hindi,0,0.0589
Ri,07-11-2023,Hindi,0,0.0495
Kazi,18-12-2023,Hindi,0,0.0495
Marne Ke Dar Se Mere Dil,24-03-2023,Hindi,0,0.0621
The Last Coffee,13-02-2023,Hindi,5,0.0638
Which Colour?,25-01-2023,Hindi,0,0.0596
UPSC - Stand Up Comedy Ft. Anubhav Singh Bassi,15-07-2023,Hindi,5,0.0596
IIFA Awards,20-06-2023,Hindi,0,0.0388
Gandhi Godse Ek Yudh,26-01-2023,Hindi,4.5,0.0414
The Spark,08-10-2023,Hindi,0,0.0404
The Pathan Sisters,08-08-2023,Hindi,10,0.053
Chhipkali,26-05-2023,Hindi,0,0.0487
Aalingan,10-10-2023,Hindi,0,0.0557
Four Slippers,25-01-2023,Hindi,0,0.0827
Gunchakkar,12-01-2023,Hindi,0,0.1147
Do Ajnabee,24-11-2023,Hindi,0,0.3276
Hey Kameeni,22-12-2023,Hindi,0,0.0478
The World Is Family,08-09-2023,Hindi,0,0.0379
